ரேடியோ	radio
என்னும்	ennum
அனைத்துலக	annaithulaga
ஸ்பானிய	spaaniya
மொழிப்	mozhip
பத்திரிகையில்	pathirigaiyil
யூதாயிசத்தின்	yuudhayisathin
காரணமாகவே	kaaranamaagave
இஸ்ரேல்	israel
பாலஸ்தீனியர்களைக்	palestiniyargalaik
கொடுமைப்	kodumaip
படுத்துகிறது	paduthugiradhu
என்று	endru
எழுதினார்	ezhuthinaar
</s>	</s>
சைக்ளோபுரோப்பீனின்	saiknopuroppeenarin
வளைய	valaiya
உயர்	uyar
திரிபு	thiripu
குறித்த	kurittha
ஆய்வுகள்	aaiyvugal
வினையில்	vinayil
முக்கியத்துவம்	mukkhiyatthuvam
பெறுகிறது	perugiradhu
</s>	</s>
அதற்கு	adharku
திசையறிதல்	dhisaiyaridhal
திறன்	thiran
மிக	miga
முக்கியமாகும்	mukkhiyamaaghum
</s>	</s>
சிகாமணி	sikaamani
</s>	</s>
மேலும்	maelum
இத்திரப்படத்தின்	itharappadatthin
திட்டம்	thittam
2014	2014
ஆம்	aam
ஆண்டில்	aandil
இடம்பெற்ற	idampettra
போது	podhu
படப்பிடிப்பு	padappidippu
2016	2016
ஆம்	aam
ஆண்டு	aandu
நவம்பர்	november
மாதமளவில்	maadhamanavil
ஆரம்பமாகியது	aarambamaagiyadhu
</s>	</s>
ஆற்றின்	aattrin
கரையோரத்தில்	karaiyorathil
அமைந்திருக்கும்	amaindhirukkum
விக்கிரமசிங்கபுரம்	vikkiramasingapuram
திருவள்ளுவர்	thiruvalluvar
நகரில்	nagaril
தமது	thamadhu
வீடுகளில்	veedugalil
உறங்கிக்	urangik
கொண்டிருந்தவர்களில்	kondirundhavargalil
17	17
பேர்	per
வீடுகளுக்கு	veedugallukku
புகுந்த	pughundha
வெள்ளநீரில்	vellaneeril
சிக்கி	sikki
உயிரிழந்தனர்	uyirizhandhanar
</s>	</s>
என்று	endru
திருக்குறள்	thirukkural
மணம்	mannam
கமழ	kamazha
எடுத்துரைக்கின்றார்	eduthuraikkinrar
</s>	</s>
இளைஞர்க்கான	ilainyarkkaana
இன்றமிழ்	indramizh
</s>	</s>
வெண்குருதியணுக்களின்	vennkurudhiyannukkalin
ஒரு	oru
வகையான	vagaiyaana
ஒற்றைக்	ottraik
குழியங்கள்	kuzhiyangal
எண்ணிக்கையில்	ennikkaiyil
குறைவுபடுதல்	kuraivupadudhal
இந்	in
நோயாகும்	noyaaghum
</s>	</s>
சென்னை	chennai
சென்ட்ரல்	central
ரயில்	rayil
நிலையம்	nilayam
சுமார்	sumaar
7	7
கி	ki
</s>	</s>
இறைவாக்கினர்	iraivaakkinar
செக்கரியாவைப்	sekkariyaavaip
போன்றே	pondre
எருசலேம்	jerusalem
கோவில்	kovil
மீண்டும்	meendum
எழுப்பப்பட	ezhuppappada
வேண்டும்	vendum
என்பதில்	enpathil
கண்ணும்	kannum
கருத்துமாய்	karutthumaai
இருந்தார்	irundhaar
</s>	</s>
பாபிலோனில்	babylonil
அடிமைகளாக	adimaigalaga
இருந்த	irundha
யூதர்கள்	yuudhargal
அரசர்	arasar
சைரசின்	cyrusin
ஆணைப்படி	aanaippadi
கி	ki
</s>	</s>
எனவே	enave
இது	idhu
இறுதிநிலை	irudhinilai
அல்லது	alladhu
தற்கொலை	tharkolai
உயிர்	uyir
வளியேற்ற	valiyettra
எதிர்ப்பொருள்	edhirpporul
என்று	endru
குறிப்பிடப்படுகிறது	kurippidappadugiradhu
</s>	</s>
துணிகளுக்குச்	thunigallukkuch
சாயமிடுதல்	chaayamiduthal
மற்றும்	mattrum
அச்சிடும்	achhidum
செயல்முறைகளில்	seyalmuraigalil
சோடியம்	sodium
பார்மேட்டு	bromide
பயன்படுத்தப்படுகிறது	payanpadutthapadugiradhu
</s>	</s>
அவரது	avaradhu
பிறந்த	pirandha
ஊரான	oorana
கோட்டையூரில்	kottaiyouril
ஓர்	or
உயர்நிலைப்	uyarnilaip
பள்ளி	palli
</s>	</s>
முதலாவது	mudhalavadhu
சீனித்	seenith
தொழிற்சாலை	thozhirchaalai
கேனரி	canary
தீவுகளில்	theevugalil
துவங்கியது	thuvangiyadhu
</s>	</s>
பல	pala
விலங்கின	vilanngina
காட்சி	kaatchi
</s>	</s>
சிவானி	chivaani
பொறியியல்	poriyiyal
கல்லூரி	kaloori
திருச்சிராப்பள்ளி	tiruchirappalli
</s>	</s>
இக்குகைச்	ikkugaich
சுவர்களில்	chuvargalil
கிமு	kimu
10,000	10,000
முதல்	mudhal
கிமு	kimu
5,000	5,000
வரையான	varaiyaana
காலப்பகுதிகளில்	kaalappaghudigalil
வரையப்பட்ட	varaiyappatta
மனிதர்கள்	manithargal
விலங்குகள்	vilangugal
மற்றும்	mattrum
வேட்டைக்	vettaik
கருவிகளின்	karuvigalin
பாறைச்	paaraich
செதுக்கல்களைக்	chedhukalgalaik
கொண்டு	konndu
இப்பகுதியில்	ippaghudhiyil
வரலாற்றுக்கு	varalaattrukku
முந்தைய	mundhaiya
காலத்தில்	kaalathil
மனித	manidha
குடியிருப்புகள்	kudiyiruppugal
இருந்தன	irundhana
என	ena
அறிய	ariya
முடிகிறது	mudigiradhu
</s>	</s>
பஞ்ச	pancha
சீலம்	cheelam
அரசியல்	arasiyal
</s>	</s>
மாற்றாக	maattraga
தரப்படுத்தல்	tharappadutthal
வழிமுறையூடாக	vazhimuraiyoudaaga
மொழிவகைகள்	mozhivagaigal
தகுமொழி	thagumozhi
ஆகின்றன	aagindrana
</s>	</s>
அதை	adhai
மேலும்	maelum
இருநாட்கள்	irunaatkal
காயவைக்கவேண்டும்	kaayavaikkavendum
</s>	</s>
இருவாழ்விகள்	iruvaazhvigal
தம்	tham
வாழ்க்கைச்	vaazhkaich
சுழற்சியை	chuzharchiyai
நீரில்	neeril
வாழும்	vaazhum
இளவுயிரிகளாகத்	ilavuyirigalagath
தொடங்குகின்றன	thdoangukindrana
</s>	</s>
கிங்வில்லியம்ஸ்	kingwilliams
நகரத்தைவிட்டு	nagarathaivittu
வெளியே	veliye
செல்லக்	chellak
கூடாது	koodathu
</s>	</s>
ஆனால்	aanaal
மன்னர்	mannar
காலத்திலேயே	kaalatthileye
கறம்பக்குடியில்	karambakkudiyil
சாயத்தொழில்	saayatthozil
நடைபெற்று	nadaipettru
வந்துள்ளது	vandhulladhu
</s>	</s>
இந்த	indha
ஆதி	aadhi
மனிதன்	manidhan
500,000	500,000
ஆண்டுகளின்	aandukalin
முன்	mun
வாழ்ந்ததாகக்	vaazhndhadhaagak
கருதப்படுகிறது	karudhappadugiradhu
</s>	</s>
ஆங்கிலேயக்	aangileyak
கப்பல்	kappal
கம்பனிக்கு	companykku
எதிராக	edhiraaga
வ	va
</s>	</s>
அக்காலத்தில்	akkaalathil
கோவிலூர்	koviloor
ஆதீனத்துக்குச்	aadhinathukkuch
சொத்துகள்	chotthukal
வாங்கியபொழுது	vaangiyapozhudhu
சிந்நயச்	chinnayach
செட்டியார்	chettiar
பெயரில்	peyaril
வாங்கி	vaangi
இருப்பது	iruppadhu
குறிப்பிடத்தக்கது	kurippidatthakkadhu
</s>	</s>
தமிழகத்தின்	thamizhagatthin
மிக	miga
முக்கியமான	mukkiyamana
இயக்கமாகக்	iyakkamaagak
கருதப்படும்	karudhappadum
திராவிடர்	dhiravidar
கழகத்தினைத்	kazhagatthinaith
தோற்றுவித்தவர்	thottruvitthavar
</s>	</s>
பஞ்சத்தை	panjhatthai
சமாளிக்க	chamaalikka
கம்பனி	company
நிருவாகம்	niruvaagam
நிவாரணப்	nivaarannap
பணிகளை	panigalai
மேற்கொள்ளவில்லை	merkollavillai
</s>	</s>
பாவினம்	paavinam
பாவொரு	paavoru
பாற்பட்	paarpatt
டியலும்	ttiyalum
யாப்பருங்கலம்	yaapparungalam
நூற்பா	noorpa
</s>	</s>
இதனால்	idhanaal
இம்மொழி	immozhi
ஆப்கானிய	afghaniya
பாரசீக	paaraseega
மொழி	mozhi
எனவும்	enavum
அழைக்கப்படுகிறது	azhaikkappadugiradhu
</s>	</s>
1941	1941
ஆம்	aam
ஆண்டு	aandu
நவம்பர்	november
முதல்	mudhal
கல்கத்தா	calcutta
வெப்பப்	veppap
பிராந்திய	piraandhiya
மருந்துக்	marundhuk
கூடத்தின்	koodatthil
இயக்குநராக	iyakkunaraaga
செயலபட்டார்	cheyalpattaar
</s>	</s>
பசிபிக்	pacific
சுனாமி	tsunami
எச்சரிக்கை	eccharikkai
மையத்தின்	maiyatthin
அறிக்கையின்படி	arikkaiyinpadi
இந்நிலநடுக்கம்	innilanadukkam
குறிப்பிடத்தக்களவு	kurippidatthakkalavu
ஆழிப்பேரலையைத்	aazhipaeralaiyaith
தோற்றுவித்துள்ளது	thottruvitthulladhu
</s>	</s>
மயில்வாகனம்	mayilvaaganam
என்ற	endra
வேறொருவர்	veroruvar
சாட்சியமளிக்கையில்	saatchiyamalikkaiyil
</s>	</s>
இந்தியன்	indian
வங்கி	vangi
</s>	</s>
அங்கு	angu
அவர்	avar
நியூயார்க்	newyork
நகரத்தில்	nagaratthil
ஒரு	oru
மருந்து	marundhu
தயாரிப்பாளராக	thayaarippaallaraaga
ஆனார்	aanaar
அந்த	andha
சமயத்தில்	samayatthil
வேதியியல்	vedhiyiyal
பட்டம்	pattam
பெற்றார்	pettraar
</s>	</s>
கானகம்	kanagam
தரமணி	tharamani
திருவான்மியூர்	thiruvanmiyur
வேளச்சேரி	velachery
கோயம்பேடு	koyambedu
திருமங்கலம்	thirumangalam
வில்லிவாக்கம்	villivakkam
எருக்கஞ்சேரி	erukkancheri
கொளத்தூர்	kolathur
கொடுங்கையூர்	kodungaiyur
ஊரகப்	ooragap
பகுதிகள்	paguthigal
சென்னை	chennai
மாநகராட்சியுடன்	maanagaraatchiyoudan
